순번,지역,조회지역,업종,분야,상호,대표자,우편번호,본사주소,전화번호
6495,경북,구미시,공사업,전문,(주)공영,장억수,39300,경상북도 구미시 선기로 22-17 (선기동),054-451-0310
6496,경북,구미시,공사업,전문,(주)진성아이엔디,김진수,39173,경상북도 구미시 산동면 첨단기업1로 82-18 (봉산리),054-471-0494
6497,경북,구미시,공사업,전문,(주)성안소방,정용호,39316,"경상북도 구미시 형곡로36길 17 101호(형곡동,로얄5차)",054-443-3119
6498,경북,구미시,공사업,전문,(주)신우엔지니어링,"김팔원,류태희",39270,경상북도 구미시 수출대로 225-40 (공단동),054-452-5119
6499,경북,구미시,공사업,전문,기가전력(주),김희순,39176,경상북도 구미시 거양길 251 (양호동),054-463-9415
6500,경북,구미시,공사업,전문,(주)코러싱,"박동식,박정희",39382,"경상북도 구미시 산호대로 32 , 공장동1 2층206호(공단동)",070-4333-8688
6501,경북,구미시,공사업,전문,주식회사 탑이엔씨,이말숙,39385,경상북도 구미시 1공단로6길 204 (공단동),054-462-1190
6502,경북,구미시,공사업,전문,우진ENG,홍경진,39270,"경상북도 구미시 산호대로 354-34 , 1,2층(공단동)",054-451-4239
6503,경북,구미시,공사업,전문,주식회사 강남소방이엔씨,윤용중,730-918,경상북도 구미시 양호동 428-1,054-474-3119
6504,경북,구미시,공사업,전문,나이스산업개발(주),박원교,39429,경상북도 구미시 수출대로28길 3 (인의동),053-763-0470
6505,경북,구미시,공사업,전문,(주)월드탑이엔지,김용목,39456,경상북도 구미시 장천면 학신로 185 (신장리),054-471-0631
6506,경북,구미시,공사업,전문,(주)오성소방,"김희윤,곽병철",39318,경상북도 구미시 형곡동로 36 (형곡동),054-443-2119
6507,경북,구미시,공사업,전문,(주)태성기전,장재병,39426,"경상북도 구미시 수출대로27길 25 ,2층(황상동)",054-476-2379
6508,경북,구미시,공사업,전문,주식회사 영신산업,최상용,39200,"경상북도 구미시 송동로 77 , 3층(도량동)",054-441-9947
6509,경북,구미시,공사업,전문,(주)원탑이엔씨,양상달,39392,경상북도 구미시 3공단1로 289-42 (임수동),054-476-0240
6510,경북,구미시,공사업,전문,한화시스템 주식회사,손재일,39376,경상북도 구미시 1공단로 244 (공단동),02-6313-3044
6511,경북,구미시,공사업,전문,주식회사 예스계전,김채영,39426,"경상북도 구미시 수출대로25길 6-8 (황상동) ,101호",054-471-2650
6512,경북,구미시,공사업,전문,비지종합건설(주),양병구,39229,경상북도 구미시 구미중앙로27길 5 (원평동),054-472-2121
6513,경북,구미시,공사업,전문,주식회사 대신소방,신대용,39320,"경상북도 구미시 형곡동로 6 , 101호 (형곡동, 일산봉림아파트 상가)",054-458-1190
6514,경북,구미시,공사업,전문,주식회사 에이씨에스,성경은,39456,경상북도 구미시 장천면 학신로 173 .,054-472-2058
6515,경북,구미시,공사업,전문,주식회사 엠에스,강문승,39391,"경상북도 구미시 3공단1로 302-7 , 5동 307호(임수동)",053-556-5850
6516,경북,구미시,공사업,전문,선용종합건설 주식회사,이태호,39157,경상북도 구미시 산동읍 강동로 1159-68 .,054-472-5996
6517,경북,구미시,공사업,전문,주식회사 경일방재,이미화,39318,경상북도 구미시 형곡동로 38 (형곡동),054-454-2119
6518,경북,구미시,공사업,일반(기계),주식회사 현우이앤씨,임성태,39391,"경상북도 구미시 3공단1로 284 , 201호(임수동)",054-476-1442
6519,경북,구미시,공사업,전문,주식회사 베스트소방산업,안효석,39252,"경상북도 구미시 구미대로32길 1 , 2층(신평동)",054-464-8119
6520,경북,구미시,공사업,전문,다인전력 주식회사,박지영,39316,"경상북도 구미시 형곡로 234 , 101호(형곡동)",054-451-8704
6521,경북,김천시,공사업,전문,(주)삼화전기,이재훈,39520,경상북도 김천시 구읍길 150 (교동),054-434-1036
6522,경북,김천시,공사업,전문,(주)덕명,성지은,39679,경상북도 김천시 농소면 농남로 188 (입석리),053-476-0661
6523,경북,김천시,공사업,전문,국보전기(주),김도연,39540,경상북도 김천시 공단1길 116 (대광동),054-433-8607
6524,경북,김천시,공사업,전문,한양전기(주),김종명,39642,경상북도 김천시 마잠길 116-9  (지좌동) ,054-437-4214
6525,경북,김천시,공사업,전문,(주)서연,김진우,39543,경상북도 김천시 매목1길 91  (응명동) ,053-794-0636
6526,경북,김천시,공사업,전문,대경전기(주),"임태이,윤종일",39681,경상북도 김천시 감천면 도평5길 83 (도평리),053-766-5026
6527,경북,김천시,공사업,전문,(주)제일전기소방,김진완,39602,경상북도 김천시 구농고6길 6  (부곡동),054-432-6325
6528,경북,김천시,공사업,전문,남도전기(주),장현우,39681,경상북도 김천시 감천면 도평5길 83 (도평리),053-766-5026
6529,경북,김천시,공사업,전문,(주)천호소방,김익렬,39655,경상북도 김천시 까치산길 6-4 (지좌동),054-436-1197
6530,경북,김천시,공사업,전문,한국전력기술(주),김성암,39660,경상북도 김천시 혁신로 269 (율곡동),054-421-3124
6531,경북,김천시,공사업,전문,주식회사 한신전기,이미경,39657,경상북도 김천시 무실길 70 (덕곡동),054-439-0068
6532,경북,김천시,공사업,전문,(주)태영,김한중,39601,경상북도 김천시 시민로 56 (부곡동),054-436-2438
6533,경북,김천시,공사업,전문,성남이엔지(주),유재곤,39519,경상북도 김천시 삼락택지2길 15-6 (삼락동),054-434-3119
6534,경북,김천시,공사업,전문,태영전력 주식회사,성영기,39656,"경상북도 김천시 영남대로 2040-18 , 상가206동103호(덕곡동, 김천 덕곡 월드메르디앙)",054-431-3902
6535,경북,김천시,공사업,전문,주식회사 대한전기소방,신창욱,39650,경상북도 김천시 황산로 31 (지좌동),054-437-0722
6536,경북,김천시,공사업,전문,주식회사 하나전기,김득수,39575,경상북도 김천시 모암제방1길 58 (모암동),054-434-0495
6537,경북,김천시,공사업,전문,세움전기 주식회사,김진태,39574,경상북도 김천시 평화장미길 79 (평화동),054-434-6890
6538,경북,김천시,공사업,전문,주식회사 대웅전력소방,김진현,39617,경상북도 김천시 양금로 224 (황금동),054-436-2981
6539,경북,김천시,공사업,전문,큰나무 주식회사,최일흠,39617,"경상북도 김천시 양금로 220 , 1층(황금동)",053-943-9432
6540,경북,김천시,공사업,전문,주식회사 세안,김영산,39558,경상북도 김천시 환경로 190 나동 1층(대광동),054-433-2026
6541,경북,김천시,공사업,전문,(주)매일소방설비,박규용,39519,경상북도 김천시 삼락택지2길 15-10 (삼락동),054-432-7082
6542,경북,김천시,공사업,전문,주식회사 대승엔지니어링,채윤석,39660,경상북도 김천시 해오름1로1길 25 (율곡동),054-434-4429
6543,경북,문경시,공사업,전문,주식회사 경도기술단,홍준영,36949,"경상북도 문경시 중앙로 72-3 ,  1동 1003호(점촌동, 대원퀸스힐2차)",053-628-7200
6544,경북,문경시,공사업,전문,신한국소방 주식회사,김진일,36951,경상북도 문경시 신흥로 24-10  (모전동),054-553-0404
6545,경북,문경시,공사업,전문,(주)대한기업,황영호,36933,경상북도 문경시 산양면 우본길 127-45 (과곡리),054-655-4086
6546,경북,문경시,공사업,전문,(주)광명전기,정은희,36969,경상북도 문경시 점촌6길 20  (점촌동) ,054-552-5588
6547,경북,문경시,공사업,전문,진명전력(주),배장수,36937,경상북도 문경시 산양면 산양공단1길 19-90 .,053-944-7600
6548,경북,문경시,공사업,전문,경전사,장영우,36967,경상북도 문경시 점촌역옆길 35 (흥덕동),054-555-2421
6549,경북,문경시,공사업,전문,삼성이앤씨,김민철,36937,경상북도 문경시 산양면 산양공단1길 19-88 .,054-555-3990
6550,경북,문경시,공사업,전문,(주)번개전기,"신영일,신영옥",36950,경상북도 문경시 윤직동3길 15 (윤직동),054-553-2900
6551,경북,문경시,공사업,전문,주식회사 부성전기,이영숙,36991,경상북도 문경시 공평로 64-18 (공평동),054-553-8600
6552,경북,문경시,공사업,전문,새재전기통신소방,권경숙,36937,경상북도 문경시 산양면 산양공단1길 19-88 .,054-556-0110
6553,경북,문경시,공사업,전문,문경전기정보통신,김재오,36967,"경상북도 문경시 신흥1길 11-4 , 2층(흥덕동)",054-552-3990
6554,경북,문경시,공사업,전문,명진전력(주),장영근,36967,경상북도 문경시 점촌역옆길 35 (흥덕동),054-555-9719
6555,경북,문경시,공사업,전문,주식회사 경상전력,노인숙,36937,"경상북도 문경시 산양면 산양공단1길 19-90 ,",054-554-5590
6556,경북,봉화군,공사업,전문,주식회사 보우기전,노곡달,36237,경상북도 봉화군 봉화읍 범들로 392 .,053-852-3284
6557,경북,봉화군,공사업,전문,주식회사 도움소방,"심영호,이유정",36236,경상북도 봉화군 봉화읍 봉화로 1084 (해저리),054-673-3119
6558,경북,상주시,공사업,전문,(주)건아전기,정보라,37117,경상북도 상주시 함창읍 함창중앙로 72 (증촌리),054-654-9918
6559,경북,상주시,공사업,전문,(주)남영전력,김형배,37239,경상북도 상주시 식산로 190 (화개동),054-534-9933
6560,경북,상주시,공사업,전문,(주)중앙전기공사,정숙은,37193,경상북도 상주시 성하1길 56  (성하동),054-536-0230
6561,경북,상주시,공사업,전문,(주)영남소방,서호준,37199,경상북도 상주시 상서문3길 70  (남성동) ,054-533-1586
6562,경북,상주시,공사업,전문,(주)영남엔지니어링,정경희,37213,경상북도 상주시 성동로 26 (성동동),054-534-8005
6563,경북,상주시,공사업,전문,(주)경도,김성균,37185,경상북도 상주시 중앙로 151  (남성동) ,054-536-1870
6564,경북,상주시,공사업,전문,경북소방,박광덕,37136,경상북도 상주시 외서면 북상주로 997 .,054-536-9360
6565,경북,상주시,공사업,전문,(주)대경소방,고정순,37220,경상북도 상주시 상산로 134-23 (신봉동),054-536-2119
6566,경북,상주시,공사업,전문,(주)대산전력소방,채다현,37160,경상북도 상주시 만산들마길 42 (만산동),054-975-7278
6567,경북,상주시,공사업,전문,광덕소방,이미숙,37136,"경상북도 상주시 사벌국면 북상주로 618 ,",054-531-9951
6568,경북,상주시,공사업,전문,주식회사 서원이앤씨,황국희,37240,경상북도 상주시 영남제일로 1343-7 (외답동),054-536-5583
6569,경북,상주시,공사업,전문,효창전력(주),배정아,37225,"경상북도 상주시 경상대로 2560-92 , 2층(가장동)",053-768-0441
6570,경북,성주군,공사업,전문,(주)서보,이덕록,40047,경상북도 성주군 선남면 선노로 55-35 .,053-564-6000
6571,경북,성주군,공사업,전문,(주)대성전설,강보혜,40029,경상북도 성주군 성주읍 성주읍2길 5-3 (경산리),054-933-3061
6572,경북,성주군,공사업,전문,(주)건영전설,복진두,40031,경상북도 성주군 성주순환로 257-16 (성주읍),054-933-8808
6573,경북,성주군,공사업,전문,(주)부광전력건설공사,배영호,40030,경상북도 성주군 성주읍 성주로 3271 (성산리),053-558-0829
6574,경북,성주군,공사업,전문,(주)광명에너지,김정은,40005,경상북도 성주군 벽진면 성주로 2782 .,053-521-4612
6575,경북,성주군,공사업,전문,주식회사 케이원,윤정완,40027,"경상북도 성주군 성주읍 경산길 29 ,2층",053-582-6232
6576,경북,성주군,공사업,전문,주식회사 필이엔지,김정훈,40061,경상북도 성주군 가천면 법전2길 17-5 .,
6577,경북,성주군,공사업,전문,구룡전기 주식회사,김명애,40056,"경상북도 성주군 대가면 참별로 2329 ,",054-371-2770
6578,경북,안동시,공사업,전문,(주)삼영전업사,권준찬,36658,경상북도 안동시 경북대로 418  테마프라자 제에이동 제2층 제201-2호 (옥동),054-857-8850
6579,경북,안동시,공사업,전문,(주)안동전기,권점화,36687,경상북도 안동시 정의마을길 16  (신안동),054-857-3430
6580,경북,안동시,공사업,전문,(주)성산전설,여충기,36690,"경상북도 안동시 제비원로 170 , 102동 202호 (금곡동, 태성경안타운)",054-843-8700
6581,경북,안동시,공사업,전문,(주)옥산,이춘걸,36677,"경상북도 안동시 태화중앙로 53-1 (태화동,3층)",054-858-4604
6582,경북,안동시,공사업,전문,(주)국제전기소방,김광현,36690,경상북도 안동시 단원로 164  (금곡동) ,054-857-0444
6583,경북,안동시,공사업,전문,에이치엘에코텍 주식회사,최인명,36664,경상북도 안동시 경북대로 359  (옥동) ,02-3400-8900
6584,경북,안동시,공사업,전문,(주)안전소방,장재원,36731,경상북도 안동시 임하면 금소2길 11 .,053-551-0119
6585,경북,안동시,공사업,전문,주식회사 거성소방,금화섭,36622,경상북도 안동시 풍산읍 금당길 150-13 .,054-857-9377
6586,경북,안동시,공사업,전문,(주)디엔알,이경문,36691,경상북도 안동시 단원로 214-3  (화성동) ,054-841-7747
6587,경북,안동시,공사업,전문,(주)신영전기,남유미,36719,경상북도 안동시 반변천로 155 (용상동) 2층,054-852-7478
6588,경북,안동시,공사업,전문,세방건설(주),장해진,36759,"경상북도 안동시 풍천면 호수공원2길 12 , 204-에이호",053-325-4295
6589,경북,안동시,공사업,전문,동신건설(주),"김동한,김근한",36703,경상북도 안동시 서동문로 217  (동문동) ,053-756-7701
6590,경북,안동시,공사업,전문,주식회사 대훈전력,임대혁,36611,경상북도 안동시 와룡면 서주길 20 (서지리),054-822-5252
6591,경북,안동시,공사업,전문,(주)고려전기소방,천병상,36722,경상북도 안동시 길주길 172 (용상동),054-821-0444
6592,경북,안동시,공사업,전문,주식회사 한양기술단,류종길,36632,경상북도 안동시 직곡길 88 (송현동),054-823-0911
6593,경북,안동시,공사업,전문,(주)아남전설,유기정,36644,경상북도 안동시 말구리4길 46-3 (태화동),054-821-5733
6594,경북,안동시,공사업,전문,(주)우리전력,김성수,36656,경상북도 안동시 불무골1길 26-47 (태화동),053-965-0962
6595,경북,안동시,공사업,전문,주식회사 부성이엔지,정재명,36753,경상북도 안동시 충효로 4381 (정상동) 588-2,054-857-9261
6596,경북,안동시,공사업,전문,바른이엔지,김대현,36747,"경상북도 안동시 운동장길 91-12 , 1층(정하동)",054-856-7304
6597,경북,안동시,공사업,전문,안동소방 주식회사,이정훈,36659,"경상북도 안동시 경북대로 423 ,501호(옥동,설광빌딩)",054-854-1190
6598,경북,안동시,공사업,전문,가나전기소방(주),전현주,36624,경상북도 안동시 매화길 81-34 (이천동),054-842-8204
6599,경북,안동시,공사업,전문,주식회사 효성엔지니어링,신현구,36621,"경상북도 안동시 풍산읍 풍산태사로 1075 , 2층",054-852-5901
6600,경북,안동시,공사업,전문,주식회사 조이,남식운,36689,"경상북도 안동시 단원로 203 , 1층 102호 (화성동, 삼안빌라)",054-855-3232
6601,경북,안동시,공사업,전문,주식회사 대호,문상필,36746,경상북도 안동시 마지1길 67 (수상동),054-853-3341
6602,경북,안동시,공사업,전문,주식회사 그린소방,박신환,36675,"경상북도 안동시 태화중앙로 58 , 3층 비동(태화동)",054-856-0980
6603,경북,안동시,공사업,전문,(주)북경,박순선,36611,경상북도 안동시 북순환로 96 (상아동),054-841-7728
6604,경북,안동시,공사업,전문,주식회사 열방,김선영,36663,경상북도 안동시 솔밭길 172 (옥동),054-854-5304
6605,경북,안동시,공사업,전문,준건설 주식회사,임대현,36646,경상북도 안동시 감나무2길 31-7 (태화동),054-843-8945
6606,경북,영덕군,공사업,전문,(주)이레엔지니어링,서준,36425,경상북도 영덕군 영덕읍 시걸길 80 .,054-254-8901
6607,경북,영덕군,공사업,전문,백운전력(주),정선임,36460,경상북도 영덕군 강구면 삼사1길 23-3 (삼사리),054-733-4496
6608,경북,영덕군,공사업,전문,(주)글로벌이앤씨,서예지,766-800,경상북도 영덕군 영덕읍 삼계리 377,054-254-8900
6609,경북,영덕군,공사업,전문,주식회사 동신,남상모,36424,경상북도 영덕군 영덕읍 매정농공길 65 .,054-733-9710
6610,경북,영덕군,공사업,전문,주식회사 신화소방,이재현,36412,경상북도 영덕군 영해면 영덕로 1778 .,054-512-7005
6611,경북,영주시,공사업,전문,(주)동신전기공사,김진기,36167,경상북도 영주시 영봉로 100-23 (휴천동),054-633-7998
6612,경북,영주시,공사업,전문,주식회사 명문전기소방,김진현,36069,"경상북도 영주시 원당로 205 , 2층(하망동)",054-637-1196
6613,경북,영주시,공사업,전문,(주)영풍전력,정일수,36065,경상북도 영주시 봉화로 49-7 (상망동),054-635-0477
6614,경북,영주시,공사업,전문,(주)동호,최필순,36102,경상북도 영주시 원당로 98  (휴천동) ,054-635-0477
6615,경북,영주시,공사업,전문,(주)대아전기소방,박순우,36077,경상북도 영주시 영주로 195-1 (영주동),054-635-2058
6616,경북,영주시,공사업,전문,(주)조은소방,이성호,36100,"경상북도 영주시 중앙로 64 , 3층 301호(영주동)",054-631-5119
6617,경북,영주시,공사업,전문,주식회사 동양전기소방,임용호,36057,경상북도 영주시 신재로 41 (가흥동),054-634-7282
6618,경북,영주시,공사업,전문,주식회사 한성테크,이경봉,36134,경상북도 영주시 대동로 83 (가흥동),054-634-0911
6619,경북,영주시,공사업,전문,주식회사 온누리소방,이재국,36155,"경상북도 영주시 구성로150번길 19 ,3층(휴천동)",054-634-7757
6620,경북,영주시,공사업,전문,주식회사 대경전기,진수경,36030,"경상북도 영주시 풍기읍 남원로 82 (3층 , 1층 2호)",054-636-8880
6621,경북,영주시,공사업,전문,주식회사 우주소방,조성원,36088,경상북도 영주시 번영로102번길 24 (휴천동),054-635-4119
6622,경북,영주시,공사업,전문,주식회사 산업전기,안현모,36064,경상북도 영주시 의상로 167-14 (상망동),054-635-3614
6623,경북,영주시,공사업,전문,주식회사 덕인이엔씨,신동일,36030,"경상북도 영주시 풍기읍 남원로 58-1 , 1층",02-786-9881
6624,경북,영천시,공사업,전문,주식회사 한일소방,한경길,38841,경상북도 영천시 최무선로 196  (화룡동) ,054-331-1203
6625,경북,영천시,공사업,전문,풍국전기(주),"홍성도,이상원",38823,경상북도 영천시 천문로 662  (오미동) ,053-563-0424
6626,경북,영천시,공사업,전문,대왕전기공사,김창수,38822,경상북도 영천시 올밤길 52 (매산동),054-334-7545
6627,경북,영천시,공사업,전문,(주)서강전력,서정자,38895,경상북도 영천시 영화로 260  (완산동) ,054-336-7989
6628,경북,영천시,공사업,전문,성진소방,정두봉,38850,경상북도 영천시 중앙동1길 44 (문외동),054-336-1119
6629,경북,영천시,공사업,전문,신동해전력(주),배재수,38829,경상북도 영천시 언하공단4길 43 (조교동),054-971-2685
6630,경북,영천시,공사업,일반(전기),영진전기(주),전재용,38882,경상북도 영천시 금창로 91 (금호읍),054-337-3797
6631,경북,영천시,공사업,전문,서호전설(주),정지률,38865,경상북도 영천시 조흔달길 22-3  (조교동),054-331-3912
6632,경북,영천시,공사업,전문,(주)백석,김경숙,38865,경상북도 영천시 장천2길 62 (조교동),053-944-4278
6633,경북,영천시,공사업,전문,주식회사 풍림종합건설,권성은,38879,경상북도 영천시 금호읍 덕성길 6 .,054-338-7023
6634,경북,영천시,공사업,전문,주식회사 건보전기,이창우,38896,경상북도 영천시 주남1길 20 (금노동),054-338-7141
6635,경북,영천시,공사업,전문,신우전력 주식회사,우성준,38896,경상북도 영천시 천문로 173 (금노동),054-331-0055
6636,경북,영천시,공사업,전문,주식회사 구국토건,손희종,38855,"경상북도 영천시 시청남길 26 (문외동, 4층)",053-761-0417
6637,경북,영천시,공사업,전문,주식회사 신광,우병정,38896,경상북도 영천시 천문로 173 (금노동),054-331-0055
6638,경북,영천시,공사업,전문,넘버원소방이엔지 주식회사,김성영,38852,"경상북도 영천시 시청로 9 , 대원빌딩 4층(문외동)",053-961-3119
6639,경북,영천시,공사업,전문,(주)금호이엔씨,최수경,38877,경상북도 영천시 금호읍 금호시장길 5 .,054-337-2238
6640,경북,영천시,공사업,전문,태인건설산업 주식회사,손찬우,38862,"경상북도 영천시 문화새길 77 제상가106동 101호(야사동,영천우방타운상가)",054-706-7731
6641,경북,영천시,공사업,전문,주식회사 태호건설,김미숙,38849,경상북도 영천시 최무선로 307 (문내동),054-335-0485
6642,경북,영천시,공사업,전문,주식회사 동우소방방재,김미옥,38883,경상북도 영천시 금호읍 대배길 86 .,053-216-4119
6643,경북,영천시,공사업,일반(전기),주식회사 보광전력,조유진,38869,경상북도 영천시 청통면 청통로 631 .,053-985-0951
6644,경북,영천시,공사업,일반(전기),주식회사 우리전력,권헌철,38867,"경상북도 영천시 청통면 계포1길 3-3 ,",053-815-7373
6645,경북,영천시,공사업,전문,조은방재기술,한하림,38841,경상북도 영천시 최무선로 196-1 (성내동),054-337-7119
6646,경북,영천시,공사업,전문,주식회사 지성전설,서혜란,38823,경상북도 영천시 천문로 662 (오미동),053-427-0395
6647,경북,예천군,공사업,전문,(주)신일,도은섭,36821,경상북도 예천군 예천읍 효자로 141 (백전리),054-654-0731
6648,경북,예천군,공사업,전문,(주)자인전설,황봉기,36827,경상북도 예천군 예천읍 효자로 5-1 .,053-521-0583
6649,경북,예천군,공사업,전문,(주)대한전기,지임성,36829,경상북도 예천군 충효로 303 (예천읍),054-654-4086
6650,경북,예천군,공사업,전문,(주)한국전기,박미화,36829,경상북도 예천군 예천읍 충효로 303 (남본리),054-652-4086
6651,경북,울릉군,공사업,전문,이레전기 주식회사,김종운,40217,경상북도 울릉군 울릉읍 울릉순환로 256 (도동리),054-791-6427
6652,경북,울진군,공사업,전문,(주)우리기업,신원섭,36312,경상북도 울진군 북면 고목2길 6 .,054-781-5000
6653,경북,울진군,공사업,전문,대성전기(주),오이철,36331,경상북도 울진군 울진읍 대흥신림로 1227 .,054-781-3200
6654,경북,울진군,공사업,전문,세명소방(주),엄태봉,36321,경상북도 울진군 울진읍 대나리항길 41-6 .,054-781-3244
6655,경북,울진군,공사업,전문,(주)다웅네트웍스,이태용,36331,"경상북도 울진군 울진읍 말루길 135 (읍남리, 101호)",054-281-4242
6656,경북,울진군,공사업,전문,주식회사 진영이에프씨,임혜선,36321,경상북도 울진군 울진읍 연지길 137 .,054-781-8258
6657,경북,울진군,공사업,전문,동부소방안전ENG,김인석,36332,경상북도 울진군 근남면 불영계곡로 3531 .,054-782-8119
6658,경북,울진군,공사업,일반(전기),세양산업(주),홍갑숙,36336,경상북도 울진군 근남면 성류남길 74 .,054-781-8226
6659,경북,울진군,공사업,전문,(주)대상기업,김상미,36324,경상북도 울진군 울진읍 울진중앙로 150-1 .,054-783-1881
6660,경북,울진군,공사업,전문,(주)대운전력,김진태,36324,경상북도 울진군 울진읍 울진중앙로 150-1 .,070-8786-2189
6661,경북,울진군,공사업,전문,덕포건설 주식회사,박지이,36322,"경상북도 울진군 울진읍 울진북로 644-17 , 가동 4호",053-812-3681
6662,경북,울진군,공사업,전문,에스티건설 주식회사,"신재복,배창규",36322,"경상북도 울진군 울진읍 울진북로 644-17 , 가동 5호",053-581-8316
6663,경북,의성군,공사업,전문,(주)성창전기,김진수,37356,경상북도 의성군 금성면 탑리5길 18 .,053-654-6617
6664,경북,의성군,공사업,전문,주식회사 세명기업,조일란,37364,경상북도 의성군 비안면 강변길 83-2 .,054-861-2558
6665,경북,의성군,공사업,전문,(주)용경전력,최용덕,37313,경상북도 의성군 안계면 용기11길 28-7 .,054-382-1203
6666,경북,의성군,공사업,전문,(주)보명전설,황성수,37339,경상북도 의성군 의성읍 의성사곡로 189 (상리리),053-791-8800
6667,경북,의성군,공사업,전문,(주)영남전기소방,조민성,37357,"경상북도 의성군 동부로 2110 (금성면,2호)",054-832-8181
6668,경북,의성군,공사업,전문,명가종합건설(주),손상철,37338,"경상북도 의성군 의성읍 문소3길 35 , 2층",054-510-7731
6669,경북,의성군,공사업,전문,(주)비케이전력,최은희,37342,경상북도 의성군 의성읍 구봉길 168-13 .,053-381-2202
6670,경북,의성군,공사업,전문,(주)원광전기,김은희,37339,경상북도 의성군 의성읍 의성사곡로 189 .,070-4123-3158
6671,경북,의성군,공사업,전문,(주)한양전설,김형대,37334,경상북도 의성군 의성읍 홍술로 89-13 .,053-383-5088
6672,경북,의성군,공사업,전문,영진전공,김영식,37338,경상북도 의성군 의성읍 문소1길 113 .,053-562-8943
6673,경북,의성군,공사업,전문,주식회사 아셀,김정현,37362,경상북도 의성군 봉양면 도리원1길 85 .,054-833-6164
6674,경북,의성군,공사업,전문,주식회사 동성전력,박병섭,37339,"경상북도 의성군 의성읍 의성사곡로 189 ,",054-832-7753
6675,경북,의성군,공사업,전문,주식회사 도보즈,최동호,37375,경상북도 의성군 단밀면 도안로 562-35 (단밀농공단지),054-862-2525
6676,경북,의성군,공사업,전문,디에스이앤씨 주식회사,은종욱,37362,경상북도 의성군 봉양면 도리원3길 16 .,053-325-9120
6677,경북,의성군,공사업,전문,주식회사 동운,김병윤,37339,경상북도 의성군 의성읍 의성사곡로 146-1 .,070-7431-0407
6678,경북,청도군,공사업,전문,(주)한우기업,신동환,38336,경상북도 청도군 청도읍 청려로 2428-10 .,053-326-0404
6679,경북,청도군,공사업,전문,(주)녹양,최동섭,38334,경상북도 청도군 화양읍 도주관로 64-3 (서상리 750-6),070-8680-2011
6680,경북,청송군,공사업,전문,(주)대산전기,이종칠,37462,경상북도 청송군 현서면 구덕길 9 (구산리),053-383-4873
6681,경북,청송군,공사업,전문,(주)발력이엔지,김정균,37462,경상북도 청송군 현서면 구덕길 8 (구산리),053-801-6361
6682,경북,청송군,공사업,전문,주식회사 우성종합전기,정예지,37409,"경상북도 청송군 진보면 진보로 111-2 , 1층",053-763-9770
6683,경북,청송군,공사업,전문,주식회사 거산이앤씨,김순희,37407,경상북도 청송군 진보면 청송로 6404 .,053-312-3427
6684,경북,청송군,공사업,전문,주식회사 아진소방전기,박진아,37434,"경상북도 청송군 청송읍 주왕산로 70 ,",
6685,경북,칠곡군,공사업,전문,동진건설(주),김칠환,39859,경상북도 칠곡군 금암2길 1 (동명면),053-422-3681
6686,경북,칠곡군,공사업,전문,(주)지엠이엔씨,"최해길,성태모",39845,경상북도 칠곡군 석적읍 남중리7길 7 (중리),054-976-4112
6687,경북,칠곡군,공사업,전문,(주)아주전력,황성숙,39896,경상북도 칠곡군 중앙로12길 35  (왜관읍),054-971-1231
6688,경북,칠곡군,공사업,전문,(주)세인,조용만,39813,경상북도 칠곡군 북삼읍 금오대로6길 7 (30호),053-632-1332
6689,경북,칠곡군,공사업,전문,(주)남선,차창민,39900,경상북도 칠곡군 왜관읍 관문로 114-16 (왜관리),054-971-2440
6690,경북,칠곡군,공사업,전문,(주)서전사,조충현,39914,경상북도 칠곡군 기산면 칠곡대로 1282 (죽전리),054-976-4500
6691,경북,칠곡군,공사업,전문,(주)광희종합전설,최정관,39914,경상북도 칠곡군 주산로 1208 (기산면),054-976-2823
6692,경북,칠곡군,공사업,일반(전기),청보전설(주),배성희,39819,경상북도 칠곡군 칠곡대로 831 (약목면),054-975-7474
6693,경북,칠곡군,공사업,전문,상우이앤씨(주),김상원,39849,경상북도 칠곡군 가산면 학상2길 68 (학상리),054-474-9119
6694,경북,칠곡군,공사업,일반(기계),비젼이엔지(주),손용호,39821,경상북도 칠곡군 약목면 경호천동길 62-18 .,054-475-2000
6695,경북,칠곡군,공사업,전문,부강전설(주),"박영근,박정용",39829,경상북도 칠곡군 약목면 관호10길 81-6 .,053-741-5333
6696,경북,칠곡군,공사업,전문,(주)우림기업,이종식,39862,"경상북도 칠곡군 동명면 봉암4길 1-26 ,2층",053-801-0271
6697,경북,칠곡군,공사업,전문,(주)반다이앤에스,이형진,39868,경상북도 칠곡군 지천면 금호로1길 2-19 .,053-763-5648
6698,경북,칠곡군,공사업,전문,(주)대호전설,박종호,39907,경상북도 칠곡군 왜관읍 삼청6길 61 (삼청리),054-453-9553
6699,경북,칠곡군,공사업,전문,(주)경원,이영원,39866,경상북도 칠곡군 지천면 송정중리3길 25-6 .,054-975-8110
6700,경북,칠곡군,공사업,전문,주식회사 덕송개발,이정숙,39864,"경상북도 칠곡군 지천면 신동로 179 (신리, 2층)",054-977-2396
6701,경북,칠곡군,공사업,전문,예린이엔씨 주식회사,황호분,39863,경상북도 칠곡군 지천면 지천로 535 (달서리),070-5029-6046
6702,경북,칠곡군,공사업,전문,(주)가온이엔지,"이병기,홍현수",39845,"경상북도 칠곡군 석적읍 남중리3길 77 , 1층",053-963-7119
